Std,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,HV
ANSI ANSI Aluminum Alloy 5252-H25 Wrought,234,172,11.0,68.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5252-H28 Wrought,283,241,5.0,75.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5252-H38 Wrought,283,241,5.0,75.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5254-O Wrought,241,117,27.0,58.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5254-H32 Wrought,269,207,15.0,67.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5254-H34 Wrought,290,228,13.0,73.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5254-H36 Wrought,310,248,12.0,78.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5254-H38 Wrought,331,269,10.0,80.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5254-H112 Wrought,241,117,25.0,63.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5454-O Wrought,248,117,22.0,62.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5454-H32 Wrought,276,207,10.0,73.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5454-H34 Wrought,303,241,10.0,81.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5454-H111 Wrought,262,179,14.0,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5454-H112 Wrought,248,124,18.0,62.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5456-O Wrought,310,159,24.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5456-H112 Wrought,310,165,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5456-H116 Wrought,352,255,16.0,90.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5456-H321 Wrought,352,255,16.0,90.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5457-O Wrought,131,48,22.0,32.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5457-H25 Wrought,179,159,12.0,48.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5457-H28 Wrought,207,186,6.0,55.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5457-H38 Wrought,207,186,6.0,55.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5652-O Wrought,193,90,25.0,47.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5652-H32 Wrought,228,193,12.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5652-H34 Wrought,262,214,10.0,68.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5652-H36 Wrought,276,241,8.0,73.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5652-H38 Wrought,290,255,7.0,77.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5657-H25 Wrought,159,138,12.0,40.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5657-H28 Wrought,193,165,7.0,50.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 5657-H38 Wrought,193,165,7.0,50.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6061-O Wrought,124,55,25.0,30.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6061-T4 Wrought,241,145,22.0,65.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6061-T451 Wrought,241,145,22.0,65.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6061-T6 Wrought,310,276,12.0,95.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6061-T651 Wrought,310,276,12.0,95.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 6061-O Wrought,117,48,25.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 6061-T4 Wrought,228,131,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 6061-T451 Wrought,228,131,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 6061-T6 Wrought,290,255,12.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 6061-T651 Wrought,290,255,12.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-O Wrought,90,48,0.0,25.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-T1 Wrought,152,90,20.0,42.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-T4 Wrought,172,90,22.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-T5 Wrought,186,145,12.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-T6 Wrought,241,214,12.0,73.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-T83 Wrought,255,241,9.0,82.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-T831 Wrought,207,186,10.0,70.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6063-T832 Wrought,290,269,12.0,95.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6066-O Wrought,152,83,18.0,43.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6066-T4 Wrought,359,207,18.0,90.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6066-T451 Wrought,359,207,18.0,90.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6066-T6 Wrought,393,359,12.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6066-T651 Wrought,393,359,12.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6070-T6 Wrought,379,352,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6101-H111 Wrought,97,76,0.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6101-T6 Wrought,221,193,15.0,71.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6262-T9 Wrought,400,379,10.0,120.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6351-T4 Wrought,248,152,20.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6351-T6 Wrought,310,283,14.0,95.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6463-T1 Wrought,152,90,20.0,42.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6463-T5 Wrought,186,145,12.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 6463-T6 Wrought,241,214,12.0,74.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7049-T73 Wrought,517,448,12.0,135.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7049-T7352 Wrought,517,434,11.0,135.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7050-T73510 Wrought,496,434,12.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7050-T7451f Wrought,524,469,11.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7050-T7651 Wrought,552,490,11.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7075-O Wrought,228,103,17.0,60.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7075-T6 Wrought,572,503,11.0,150.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7075-T651 Wrought,572,503,11.0,150.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 7075-O Wrought,221,97,17.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 7075-T6 Wrought,524,462,11.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 7075-T651 Wrought,524,462,11.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7178-O Wrought,228,103,15.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7178-T6 Wrought,607,538,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7178-T651 Wrought,607,538,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7178-T76 Wrought,572,503,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 7178-T7651 Wrought,572,503,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 7178-O Wrought,221,97,16.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 7178-T6 Wrought,558,490,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy Alclad 7178-T651 Wrought,558,490,10.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Aluminum Alloy 8176-H24 Wrought,117,97,15.0,0.0,73000,26000,0.33,2700,0.0,0.0
ANSI ANSI Magnesium Alloy AM100A-T61 sand casting,276,152,0.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ63A-T6 sand casting,276,97,12.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ81A-T4 sand casting,276,83,15.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ91C-T6 sand casting,276,145,6.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ91E-T6 sand casting,276,145,6.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ92A-T6 sand casting,276,152,3.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy EZ33A-T5 sand casting,159,110,3.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy HK31A-T6 sand casting,221,103,8.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy HZ32A-T6 sand casting,186,90,4.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy K1A-F sand casting,179,55,19.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy QE22A-T6 sand casting,262,193,3.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy QH21A-T6 sand casting,276,207,4.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy ZE41A-T5 sand casting,207,138,4.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy ZE63A-T6 sand casting,303,193,10.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy ZH62A-T5 sand casting,241,152,4.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy ZK51A-T5 sand casting,207,138,4.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy ZK61A-T6 sand casting,310,193,10.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy WE54A-F sand casting,276,200,4.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ91A-F pressure die casting,234,159,3.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ91B-FAZ91B-F pressure die casting,234,159,3.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ91D-F pressure die casting,234,159,3.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AM60A-F pressure die casting,221,131,8.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AM60B-F pressure die casting,221,131,8.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AS41A-F pressure die casting,214,138,6.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ10A-F As extruded,241,145,10.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ31B-F As extruded,262,200,15.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ31C-F As extruded,262,200,15.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ61A-F As extruded,310,228,16.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ80A-T5 As extruded,379,276,7.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy HM31A-F As extruded,290,228,10.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy M1A-F As extruded,255,179,12.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy ZK40A-T5 As extruded,276,255,4.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy ZK60A-F As extruded,352,283,11.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ31B-H24 Desconhecido,290,221,15.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy AZ31C-H24 Desconhecido,290,221,15.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy HK31A-H24 Desconhecido,262,207,9.0,0.0,73000,26000,0.33,1750,0.0,0.0
ANSI ANSI Magnesium Alloy HM21A-T8 Desconhecido,234,172,11.0,0.0,73000,26000,0.33,1750,0.0,0.0
ISO ISO EN 11SMn30 Desconhecido,380,230,9.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 10S2O Desconhecido,360,225,9.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 35S20 Desconhecido,600,380,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN FeP01 Desconhecido,270,280,28.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN FeP03 Desconhecido,270,240,34.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN FeP04 Desconhecido,270,210,38.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN SPT360 Desconhecido,360,225,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN P235GH Desconhecido,360,225,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S235JRG1 Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S235JRH Desconhecido,340,225,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S235JRG2 Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S235JO Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN P265GH Desconhecido,410,225,23.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S275JR Desconhecido,410,265,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S275J2G3 Desconhecido,410,265,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S275J2HG3 Desconhecido,410,265,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S355J2G3 Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S355J2H Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S355JO Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S355JOH Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN SPT410 Desconhecido,410,255,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN SPT510 Desconhecido,510,345,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN E295 Desconhecido,470,285,20.0,0.0,206000,80000,0.3,7860,313.0,141.0
ISO ISO EN E355 Desconhecido,570,325,16.0,0.0,206000,80000,0.3,7860,375.0,169.0
ISO ISO EN E360 Desconhecido,690,355,11.0,0.0,206000,80000,0.3,7860,437.0,197.0
ISO ISO EN C10E Desconhecido,420,300,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN C15E Desconhecido,440,340,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN C22 Desconhecido,470,290,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN C25 Desconhecido,500,320,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN C30 Desconhecido,550,350,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN C35 Desconhecido,600,380,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN C40 Desconhecido,630,400,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN C45 heat treated,650,430,16.0,0.0,206000,80000,0.3,7860,426.0,192.0
ISO ISO EN C50 heat treated,700,460,15.0,0.0,206000,80000,0.3,7860,441.0,198.0
ISO ISO EN C55 heat treated,750,490,14.0,0.0,206000,80000,0.3,7860,455.0,204.0
ISO ISO EN C60 heat treated,800,520,13.0,0.0,206000,80000,0.3,7860,470.0,210.0
ISO ISO EN P295GH Desconhecido,460,290,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 28Mn6 heat treated,700,490,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 17Cr3 Desconhecido,580,340,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 34Cr4 heat treated,800,590,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 37Cr4 heat treated,850,630,13.0,0.0,206000,80000,0.3,7860,600.0,277.0
ISO ISO EN 41Cr4 heat treated,900,660,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 16MnCr5 case-hardened,900,680,10.0,0.0,206000,80000,0.3,7860,1300.0,670.0
ISO ISO EN 20MnCr5 case-hardened,980,680,8.0,0.0,206000,80000,0.3,7860,1300.0,670.0
ISO ISO EN 16Mo3 Desconhecido,440,270,24.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 13CrMo4 Desconhecido,450,295,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 25CrMo4 heat treated,800,600,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 34CrMo4 heat treated,900,650,12.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 42CrMo4 heat treated,1000,770,11.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S355J2G1W Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN S355J0WP Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 51CrV4 case-hardened,900,700,11.0,0.0,206000,80000,0.3,7860,1210.0,610.0
ISO ISO EN 10CrMo9-10 Desconhecido,480,300,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 11CrMo9-10 Desconhecido,520,310,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 16NiCr4 case-hardened,835,590,12.0,0.0,206000,80000,0.3,7860,1300.0,670.0
ISO ISO EN 12Ni14 Desconhecido,490,355,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN 12Ni19 Desconhecido,530,390,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X8Ni9 Desconhecido,680,585,18.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X6Cr13 Desconhecido,400,230,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X12Cr13 Desconhecido,650,450,15.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X20Cr13 Desconhecido,700,500,13.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X30Cr13 Desconhecido,850,650,10.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X6Cr17 Desconhecido,400,240,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X17CrNi16-2 Desconhecido,800,600,14.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X5CrNi18-10 Desconhecido,500,190,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X8CrNiS18-9 Desconhecido,500,190,35.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X6CrNiTi18-10 Desconhecido,500,190,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X2CrNi19-11 Desconhecido,460,180,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X2CrNiN18-10 Desconhecido,550,270,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X5CrNiMo17-12-2 Desconhecido,500,200,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X6CrNiMoTi17-12-2 Desconhecido,500,200,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X2CrNiMo17-12-2 Desconhecido,500,200,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X2CrNiMo18-14-3 Desconhecido,500,200,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X3CrNiMo17-13-3 Desconhecido,500,200,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X2CrNiMoN17-11-2 Desconhecido,580,280,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X2CrNiMoN17-13-3 Desconhecido,580,280,40.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X2CrNiMoN22-5-3 Desconhecido,650,450,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO EN X12CrMnNiN18-9-5 Desconhecido,680,320,45.0,0.0,206000,80000,0.3,7860,0.0,0.0
ISO ISO Grey cast iron Desconhecido,150,150,0.0,0.0,85000,34000,0.25,7160,270.0,190.0
ISO ISO Grey cast iron Desconhecido,200,200,0.0,0.0,85000,34000,0.25,7160,340.0,210.0
ISO ISO Grey cast iron Desconhecido,250,250,0.0,0.0,85000,34000,0.25,7160,400.0,230.0
ISO ISO Grey cast iron Desconhecido,300,300,0.0,0.0,85000,34000,0.25,7160,460.0,250.0
ISO ISO Grey cast iron Desconhecido,350,350,0.0,0.0,85000,34000,0.25,7160,520.0,260.0
ISO ISO Nodular cast iron Desconhecido,500,320,0.0,0.0,169000,70000,0.2,7160,400.0,180.0
ISO ISO Nodular cast iron Desconhecido,600,370,0.0,0.0,169000,70000,0.2,7160,480.0,210.0
ISO ISO Nodular cast iron Desconhecido,700,420,0.0,0.0,169000,70000,0.2,7160,560.0,230.0
ISO ISO Nodular cast iron Desconhecido,800,480,0.0,0.0,169000,70000,0.2,7160,600.0,240.0
ISO ISO Malleable cast iron Desconhecido,400,180,4.0,0.0,160000,64000,0.27,7160,300.0,220.0
ISO ISO Malleable cast iron Desconhecido,500,260,4.0,0.0,160000,64000,0.27,7160,370.0,230.0
DIN DIN DIN 9SMn28 Desconhecido,460,375,8.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 10S2O Desconhecido,460,355,9.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN 35S20 Desconhecido,580,365,16.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN USt1303 Desconhecido,270,250,34.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St1405 Desconhecido,270,210,38.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St1203 Desconhecido,270,280,28.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN USt34-2 Desconhecido,330,195,28.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St34-2BK Desconhecido,410,320,6.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St37.0 Desconhecido,350,225,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN HI Desconhecido,360,225,25.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St37-2 Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St37-2BK Desconhecido,440,350,6.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN RSt37-2 Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St37-3 Desconhecido,340,225,26.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN HII Desconhecido,410,255,23.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St44-2 Desconhecido,410,265,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St44.0 Desconhecido,420,265,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St44-3 Desconhecido,410,265,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St50-2 Desconhecido,470,285,20.0,0.0,206000,80000,0.3,7860,313.0,141.0
DIN DIN DIN St52-3 Desconhecido,490,345,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St52.0 Desconhecido,500,345,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St52-3BK Desconhecido,590,470,4.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN St60-2 Desconhecido,570,325,16.0,0.0,206000,80000,0.3,7860,375.0,169.0
DIN DIN DIN St70-2 Desconhecido,670,355,11.0,0.0,206000,80000,0.3,7860,437.0,197.0
DIN DIN DIN Ck10 case-hardened,440,275,0.0,0.0,206000,80000,0.3,7860,1300.0,670.0
DIN DIN DIN Ck15 case-hardened,495,295,0.0,0.0,206000,80000,0.3,7860,1300.0,670.0
DIN DIN DIN Ck22 Desconhecido,500,300,22.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck25 Desconhecido,500,320,21.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck30 Desconhecido,550,350,20.0,0.0,206000,80000,0.3,7860,0.0,0.0
DIN DIN DIN Ck35 Desconhecido,600,370,19.0,0.0,206000,80000,0.3,7860,0.0,0.0
